fecha_reparto,Real,Predicción
2025-11-14,7136.31666,10201.486761232343
2025-11-15,9035.33332,10219.57319000586
2025-11-17,8353.81333,9530.611244628191
2025-11-18,6941.86666,8473.603792155716
2025-11-19,8122.53333,7467.59600126613
2025-11-20,9386.15999,8427.81084496066
2025-11-21,7974.83333,8826.080210218266
2025-11-22,11543.41664,9931.105878837876
2025-11-24,12705.8,8446.044403346898
2025-11-25,10351.78333,8308.789776818627
2025-11-26,12013.80999,7613.996478943294
2025-11-27,10279.19665,9558.422833968778
2025-11-28,9670.31665,9854.989953022932
2025-11-29,11571.32999,9372.944661257841
2025-11-30,12678.96331,8042.775964539234
2025-12-02,6112.03333,8131.96526315349
2025-12-03,7836.08333,9188.047451835018
2025-12-04,9311.0,10727.593797154424
2025-12-05,7412.23332,11288.81963586849
2025-12-06,8723.26665,13386.377607623472
2025-12-08,7828.99999,11766.182443434674
2025-12-09,7476.2,12059.707050302577
2025-12-10,12347.09333,9781.997633028122
2025-12-11,10835.03333,12007.426733755276
2025-12-12,10515.59333,10503.171467971788
2025-12-13,11636.0,11833.633283371628
2025-12-14,9335.14999,10904.41333506663
2025-12-15,9053.70332,8887.132300165049
2025-12-16,10384.06666,10540.385541828535
2025-12-17,10778.06666,9414.277155938142
2025-12-18,7528.30999,10319.12948533574
2025-12-19,11651.31,11488.690785258323
2025-12-20,9907.73333,12232.350614097428
2025-12-21,9344.27998,12796.128227106747
2025-12-22,12651.86333,12028.548901471311
2025-12-23,16336.16665,11275.55709576377
2025-12-24,9273.82666,12983.751208543297
2025-12-26,10274.99333,11758.718006142059
2025-12-27,8709.29666,13122.453634162
2025-12-28,10107.14999,10843.42828529465
2025-12-29,10147.77665,8714.915577397613
2025-12-30,8356.09666,9349.785625536257
2025-12-31,17922.8,10027.675293917488
